outer,nonlinear_objective,inner_cycles,pre_sweeps,basis_source,coarse_damping,e_hat_norm,e_star_norm,e_rel_to_exact,linear_residual_exact,linear_residual_approx,next_pose_gap_to_exact,next_objective_gap_to_exact,num_groups,coarse_dim,exact_next_objective
0,3350168.410825497,,,,,,,,,,,,,,
1,2888435818.2979717,1,100,message_conditioned_information,1.0,463.9033438582492,699.3488142897845,0.6818752984682191,0.001431575703154367,41432142618.612366,9.233741431486525,1986282496.2441,61,244,902153322.0538718
2,34155368.21987339,1,100,message_conditioned_information,1.0,166.5682203065721,390.7351372553773,0.8944216584223043,0.00010386612016141451,11029994946.18736,8.240029000170729,-1028956422.6786727,61,244,1063111790.8985461
3,60268.23130509938,1,100,message_conditioned_information,1.0,34.541225909259765,309.1189036063264,0.9834507256850998,0.00028856199379149127,162699693.72921535,7.546846843637432,-10501218.551185772,61,244,10561486.782490872
4,393957.54846696585,1,100,message_conditioned_information,1.0,14.234645016946203,294.54131844270006,0.96432658781988,0.0001169164292737603,2015909839.2883866,7.219654781072264,-137142.98239459685,61,244,531100.5308615627
5,11502814.051867967,1,100,message_conditioned_information,1.0,83.9138710462256,285.22330344895016,1.2537922717288836,0.0003666490944511843,2375237357.045896,9.520479060915125,11425643.12950996,61,244,77170.92235800861
6,11020033.83346828,1,100,message_conditioned_information,1.0,22.76263664861022,376.0837614419385,1.00891704235807,0.0004680476872844435,8268914316.538883,9.705459835498704,-104250478.401669,61,244,115270512.23513727
7,71258.59434183428,1,100,message_conditioned_information,1.0,16.358004368246046,373.2409730641416,0.9705364345125093,0.0004441007838446845,324113779.32865065,9.247098769517336,-10305681.201305747,61,244,10376939.795647582
8,15876.325880113054,1,100,message_conditioned_information,1.0,13.521889859427638,357.64595242712414,0.9680122164279981,0.0001814457101872818,48820428.614338174,8.823154414639067,-18865509.336825173,61,244,18881385.662705287
9,157262.18725564273,1,100,message_conditioned_information,1.0,8.322184676452272,343.06261692033746,0.97687754551755,0.00012912065661346145,1261817590.0502317,8.54896304978835,-2109919.728098202,61,244,2267181.915353845
10,6792.147471121196,1,100,message_conditioned_information,1.0,10.687453907414719,334.2862145521469,0.9685336241344478,0.00011173189478774706,251812510.0227981,8.260188697227585,-1174884.3984126672,61,244,1181676.5458837885
11,2429866.588517221,1,100,message_conditioned_information,1.0,8.86349265367559,323.6890677654347,0.9748345391537491,0.0004168998426167885,5138702321.835286,8.05931712576585,1601967.4564713072,61,244,827899.132045914
12,4625.195516866373,1,100,message_conditioned_information,1.0,9.697139479153465,315.08544383078737,0.9709155359763934,0.00010316820948378406,145189183.53697863,7.8087110900444285,-3082767.4307521945,61,244,3087392.6262690607
13,71284.3146529132,1,100,message_conditioned_information,1.0,8.433065770458064,305.55285459087725,0.9729912351179556,9.624919723077082e-05,870505757.3674072,7.586688249021343,-965831.8317037973,61,244,1037116.1463567106
14,124686.48562354263,1,100,message_conditioned_information,1.0,9.68810749925923,296.4633022501473,0.9682969495314314,0.00019547839578322066,1137130632.2655702,7.340862794298557,-886130.3067733776,61,244,1010816.7923969203
15,181693100.37846103,1,100,message_conditioned_information,1.0,38.29911916070236,287.9213633902026,0.8760619133075928,0.00015094249357936186,43790158442.203995,6.429802444262356,181062637.43130746,61,244,630462.947153568
16,1458857.9188612483,1,100,message_conditioned_information,1.0,15.301230069953688,251.71504233875072,0.9538737619363485,0.00010558143361656807,3937013242.7677746,6.108208237815469,1167305.0981555632,61,244,291552.8207056851
17,21133.92727866913,1,100,message_conditioned_information,1.0,8.959507455700168,239.81318690580636,0.9655946211476256,0.00024550585144499597,536858370.5263202,5.906234475762156,-1149388.2935868793,61,244,1170522.2208655484
18,7356.329461726754,1,100,message_conditioned_information,1.0,7.65651715473423,231.33166477397228,0.9681728936823579,0.00016973379959834628,269478837.55995643,5.721191515020819,-219008.44542069413,61,244,226364.7748824209
19,5622.079936300305,1,100,message_conditioned_information,1.0,9.13627440525705,224.45857160243008,0.9593574457436862,0.0001364109940698037,239595349.19530597,5.4953235457778264,-141742.69128211902,61,244,147364.77121841934
20,18730.305112568833,1,100,message_conditioned_information,1.0,8.68945221060896,215.35926690728303,0.9599012919696914,0.00015935136108487596,442753385.5300496,5.276688396230073,-128936.82932071446,61,244,147667.1344332833
