outer,nonlinear_objective,mean_pose_log_error,rms_translation_error,rms_angle_error,inner_cycles,pre_sweeps,e_hat_norm,e_star_norm,e_rel_to_exact,linear_residual_exact,linear_residual_approx,next_pose_gap_to_exact,next_objective_gap_to_exact,num_groups,coarse_dim
0,602585.0441299444,87.92730695372335,100.07173463021118,0.3696037132425942,,,,,,,,,,,
1,28212.24410741674,32.62733333440697,36.255140723232046,0.2390561272935802,1,50,1976.986424990362,2874.4924959512828,0.4142325426313357,6.298940042082192e-11,1371.8102009483664,46.75348759669989,-56123.94668556485,25,100
2,1013.5556017223233,37.28049918566316,40.17398513824608,0.23710475775416526,1,50,763.1416110509888,1311.4526735775437,0.5165773475825696,2.203845903327381e-11,253.95200824738444,28.484243365361415,-512.578999598731,25,100
3,695.6116424612611,44.110890887005276,48.06394142657781,0.25309412026648914,1,50,363.8872674995998,669.0464207616305,0.4936845156211601,1.2011165714412761e-11,230.06048341727,14.28309024160604,92.91320065148568,25,100
4,683.5169781367102,51.214478693684235,56.60243688103822,0.2682709640591851,1,50,285.1351071115045,355.36777376685654,0.514003272747173,6.095012217588205e-12,225.48353778088375,7.374595667230498,89.83668275814352,25,100
5,679.8912918295274,54.221306200795944,60.41882887974295,0.27125860524435985,1,50,133.69320076217147,183.7424566928298,1.0428654254350487,3.1769389467765565e-12,222.55897442196797,6.4190958403819725,86.93552455111694,25,100
6,678.9774531469922,54.837437277756486,61.375806690062454,0.26804035591233916,1,50,56.96876772194954,190.69464245491713,1.0580355131275174,2.2169453118666938e-12,221.84508143291438,6.337201952667321,85.96605043947636,25,100
7,678.6092083687892,54.52289548633033,61.172097153288114,0.26319902270844797,1,50,29.866876995359853,201.27799779576029,0.9768754679357102,1.9714254451084986e-12,221.56750298730574,5.969130027425745,85.55927117242402,25,100
8,678.3763344899634,53.94766002274096,60.6085633765728,0.2586258079645651,1,50,21.764785807974622,196.57873287140157,0.9455426557712514,1.9923001513046173e-12,221.37160669325814,5.478981940892707,85.33107232432076,25,100
9,678.2066999616628,53.38585823113497,60.023069377003125,0.2549267746804238,1,50,17.265880446316764,185.92555990712657,0.9412802829445629,1.7809991107005262e-12,221.22202237307854,5.079090728073247,85.18140140991306,25,100
10,678.0817152157721,52.92432665774518,59.53006456515844,0.25214860802151473,1,50,13.256670077790343,175.07950724190252,0.9482810959754275,1.5858457893187221e-12,221.11010063795007,4.837063144205154,85.07690629365061,25,100
11,677.9911201311476,52.57663698583089,59.1541048089303,0.2501559254539682,1,50,9.725672000064723,166.03723728592814,0.9590734316908002,1.5105663953949761e-12,221.0283825478754,4.692494468434983,85.00292162600408,25,100
12,677.926984874419,52.32215103268256,58.87683928096797,0.24875201604537905,1,50,7.0020083563711335,159.34942313872895,0.9689500804923694,1.5694629327475581e-12,220.97034156698172,4.597914564495529,84.95077684968169,25,100
13,677.8821428999173,52.14564663008872,58.68398030588249,0.24779472356224863,1,50,4.82906733704368,154.41826041141732,0.9780336230981976,1.3788357222413756e-12,220.92962164583892,4.532686479092458,84.91453537408609,25,100
14,677.8514797182432,52.02381484224749,58.55070134598136,0.24714572807404747,1,50,3.3112644824361306,151.05436616358537,0.9846693918290007,1.4476699754057622e-12,220.90166060023913,4.48843202875196,84.88966263937493,25,100
15,677.830515824247,51.94291827950368,58.46238407763737,0.24671672602688904,1,50,2.1949558578051027,148.71484257366888,0.9898442855871034,1.2434592639269809e-12,220.88248071434882,4.458527195294721,84.87266325669395,25,100
16,677.8164278005265,51.889584662922225,58.40435605743484,0.24643483963983087,1,50,1.444170768454837,147.1792273061015,0.9933641891061298,1.290928845111333e-12,220.86951795140538,4.439104939267928,84.8611631243391,25,100
17,677.8069022643011,51.85299450202284,58.36463662645195,0.24624582369656464,1,50,0.9808325538558302,146.22126619845716,0.9954737502831371,1.2760446822230649e-12,220.86073213430305,4.426820248495579,84.85326302960243,25,100
18,677.8006639573651,51.825058677618074,58.33423455756314,0.2461106263604832,1,50,0.7316200709594994,145.66740206797485,0.9965022970131437,1.3446044751372331e-12,220.85493385902726,4.4194039311898585,84.8479868523857,25,100
19,677.7963543322727,51.81324348945755,58.32191075378662,0.24604274768812684,1,50,0.3344675263069743,145.05631896336914,0.9987502304227797,1.3592910087004145e-12,220.85088489203105,4.413800444117028,84.84463576613041,25,100
20,677.7935791721146,51.80301370408106,58.31109144396452,0.24599149214838625,1,50,0.26981380708917346,144.8940395147529,0.9988501063390334,1.2222250626883154e-12,220.8481927267898,4.411387659739234,84.8421671943313,25,100
